day, name, clicks
2022-05-28,Carlo Caldwell,525
2022-05-28,Marina Nguyen,140
2022-05-28,Ismail Harmon,626
2022-05-28,Leo Alexander,959
2022-05-28,Elise Hodge,764
2022-05-28,Leighton Austin,405
2022-05-28,Darren Zimmerman,488
2022-05-28,Cecily Pham,119
2022-05-28,Lorna Hodges,53
2022-05-28,Jared Carrillo,682
2022-05-28,Minnie Combs,754
2022-05-28,Ricardo Alvarez,788
2022-05-28,Hector Jacobs,177
2022-05-28,Francesca Dotson,596
2022-05-29,Christian Knight,90
2022-05-29,Cecily Pham,847
2022-05-29,Safa Lamb,181
2022-05-29,Leo Alexander,384
2022-05-29,Marina Nguyen,964
2022-05-29,Hector Jacobs,588
2022-05-29,Ismail Harmon,698
2022-05-29,Guy Kemp,710
2022-05-29,Abel Valdez,122
2022-05-29,Carlo Caldwell,216
2022-05-29,Brendan Copeland,406
2022-05-29,Darren Zimmerman,458
2022-05-29,Stacey Myers,672
2022-05-29,Mollie Frank,738
2022-05-29,Francesca Dotson,851
2022-05-29,Oakley Sosa,292
2022-05-30,Hector Jacobs,699
2022-05-30,Stacey Myers,666
2022-05-30,Guy Kemp,456
2022-05-30,Francesca Dotson,458
2022-05-30,Lukas Pineda,52
2022-05-30,Dan Shannon,318
2022-05-30,Cecily Pham,882
2022-05-30,Trinity Pena,675
2022-05-30,Ricardo Alvarez,761
2022-05-30,Marina Nguyen,465
2022-05-30,Elise Hodge,394
2022-05-30,Brendan Copeland,171
2022-05-30,Oakley Sosa,362
2022-05-30,Darren Zimmerman,133
2022-05-30,Jared Carrillo,850
2022-05-30,Myrtle Ali,715
2022-05-30,Yasin Rowland,470
2022-05-30,Leo Alexander,230
2022-05-30,Mollie Frank,581
2022-05-30,Christian Knight,421
2022-05-31,Ismail Harmon,857
2022-05-31,Carlo Caldwell,209
2022-05-31,Brendan Copeland,828
2022-05-31,Trinity Pena,227
2022-05-31,Darren Zimmerman,12
2022-05-31,Safa Lamb,747
2022-05-31,Yasin Rowland,746
2022-05-31,Hector Jacobs,894
2022-05-31,Abel Valdez,819
2022-05-31,Myrtle Ali,563
2022-05-31,Allan Kaufman,633
2022-05-31,Lukas Pineda,16
2022-05-31,Marina Nguyen,608
2022-05-31,Minnie Combs,233
2022-05-31,Leighton Austin,297
2022-05-31,Dan Shannon,602
2022-05-31,Stacey Myers,542
2022-06-01,Abel Valdez,16
2022-06-01,Mollie Frank,931
2022-06-01,Safa Lamb,168
2022-06-01,Christian Knight,557
2022-06-01,Jared Carrillo,569
2022-06-01,Guy Kemp,38
2022-06-01,Myrtle Ali,998
2022-06-01,Ismail Harmon,572
2022-06-01,Lorna Hodges,984
2022-06-01,Minnie Combs,992
2022-06-01,Yasin Rowland,384
2022-06-01,Stacey Myers,87
2022-06-01,Elise Hodge,98
2022-06-01,Oakley Sosa,247
2022-06-01,Trinity Pena,152
2022-06-02,Marina Nguyen,563
2022-06-02,Oakley Sosa,615
2022-06-02,Dan Shannon,630
2022-06-02,Lorna Hodges,491
2022-06-02,Jared Carrillo,600
2022-06-02,Trinity Pena,868
2022-06-02,Hector Jacobs,128
2022-06-02,Guy Kemp,242
2022-06-02,Darren Zimmerman,735
2022-06-02,Myrtle Ali,270
2022-06-02,Lukas Pineda,748
2022-06-02,Carlo Caldwell,827
2022-06-03,Safa Lamb,203
2022-06-03,Abel Valdez,577
2022-06-03,Leighton Austin,740
2022-06-03,Cecily Pham,204
2022-06-03,Brendan Copeland,947
2022-06-03,Myrtle Ali,445
2022-06-03,Allan Kaufman,50
2022-06-03,Theo Bonner,815
2022-06-03,Ricardo Alvarez,803
2022-06-03,Leo Alexander,20
2022-06-03,Christian Knight,595
2022-06-03,Dan Shannon,622
2022-06-03,Hector Jacobs,356
2022-06-03,Darren Zimmerman,36
2022-06-04,Allan Kaufman,592
2022-06-04,Lukas Pineda,977
2022-06-04,Ricardo Alvarez,291
2022-06-04,Christian Knight,98
2022-06-04,Elise Hodge,983
2022-06-04,Trinity Pena,623
2022-06-04,Lorna Hodges,973
2022-06-04,Guy Kemp,50
2022-06-04,Leighton Austin,391
2022-06-04,Minnie Combs,126
2022-06-04,Ismail Harmon,16
2022-06-04,Carlo Caldwell,19
2022-06-04,Cecily Pham,756
2022-06-04,Marina Nguyen,71
2022-06-04,Leo Alexander,72
2022-06-04,Myrtle Ali,575
2022-06-04,Dan Shannon,565
2022-06-04,Yasin Rowland,210
2022-06-04,Abel Valdez,664
2022-06-04,Safa Lamb,898
2022-06-05,Marina Nguyen,100
2022-06-05,Guy Kemp,830
2022-06-05,Brendan Copeland,639
2022-06-05,Francesca Dotson,265
2022-06-05,Minnie Combs,635
2022-06-05,Stacey Myers,962
2022-06-05,Leighton Austin,890
2022-06-05,Lukas Pineda,583
2022-06-05,Dan Shannon,12
2022-06-05,Ricardo Alvarez,24
2022-06-05,Jared Carrillo,745
2022-06-05,Cecily Pham,864
2022-06-05,Myrtle Ali,546
2022-06-05,Allan Kaufman,924
2022-06-05,Lucille OConnor,62
2022-06-05,Lorna Hodges,555
2022-06-05,Yasin Rowland,602
2022-06-05,Oakley Sosa,349
2022-06-05,Trinity Pena,603
2022-06-05,Carlo Caldwell,953
2022-06-05,Safa Lamb,273
2022-06-05,Elise Hodge,307
2022-06-06,Mollie Frank,176
2022-06-06,Lukas Pineda,497
2022-06-06,Brendan Copeland,610
2022-06-06,Carlo Caldwell,471
2022-06-06,Leighton Austin,686
2022-06-06,Jared Carrillo,334
2022-06-06,Leo Alexander,338
2022-06-06,Allan Kaufman,788
2022-06-06,Oakley Sosa,875
2022-06-06,Theo Bonner,378
2022-06-06,Ricardo Alvarez,501
2022-06-06,Ismail Harmon,543
2022-06-06,Christian Knight,237
2022-06-06,Guy Kemp,565
2022-06-06,Dan Shannon,865
2022-06-06,Myrtle Ali,28
2022-06-06,Minnie Combs,231
2022-06-06,Lorna Hodges,851
2022-06-06,Francesca Dotson,351
2022-06-06,Safa Lamb,313
2022-06-07,Lukas Pineda,517
2022-06-07,Leo Alexander,501
2022-06-07,Carlo Caldwell,587
2022-06-07,Trinity Pena,191
2022-06-07,Leighton Austin,363
2022-06-07,Brendan Copeland,918
2022-06-07,Lorna Hodges,791
2022-06-07,Guy Kemp,823
2022-06-07,Dan Shannon,107
2022-06-07,Marina Nguyen,720
2022-06-07,Myrtle Ali,506
2022-06-07,Ricardo Alvarez,389
2022-06-07,Yasin Rowland,833
2022-06-07,Safa Lamb,95
2022-06-08,Guy Kemp,546
2022-06-08,Ismail Harmon,553
2022-06-08,Lucille OConnor,972
2022-06-08,Elise Hodge,494
2022-06-08,Dan Shannon,528
2022-06-08,Allan Kaufman,712
2022-06-08,Safa Lamb,590
2022-06-08,Lorna Hodges,84
2022-06-08,Hector Jacobs,895
2022-06-08,Christian Knight,626
2022-06-08,Brendan Copeland,943
2022-06-08,Abel Valdez,313
2022-06-08,Yasin Rowland,469
2022-06-08,Minnie Combs,58
2022-06-08,Jared Carrillo,863
2022-06-08,Leighton Austin,995
2022-06-08,Mollie Frank,868
2022-06-09,Marina Nguyen,696
2022-06-09,Allan Kaufman,342
2022-06-09,Ricardo Alvarez,154
2022-06-09,Brendan Copeland,145
2022-06-09,Mollie Frank,379
2022-06-09,Dan Shannon,889
2022-06-09,Lorna Hodges,195
2022-06-09,Minnie Combs,837
2022-06-09,Theo Bonner,154
2022-06-09,Oakley Sosa,11
2022-06-09,Stacey Myers,937
2022-06-09,Yasin Rowland,80
2022-06-09,Lucille OConnor,475
2022-06-09,Trinity Pena,982
2022-06-09,Hector Jacobs,899
2022-06-09,Abel Valdez,933
2022-06-09,Elise Hodge,103
2022-06-09,Lukas Pineda,858
2022-06-10,Stacey Myers,891
2022-06-10,Darren Zimmerman,831
2022-06-10,Lucille OConnor,646
2022-06-10,Allan Kaufman,45
2022-06-10,Trinity Pena,622
2022-06-10,Ismail Harmon,735
2022-06-10,Christian Knight,700
2022-06-10,Lukas Pineda,924
2022-06-10,Minnie Combs,714
2022-06-10,Myrtle Ali,855
2022-06-10,Ricardo Alvarez,231
2022-06-10,Abel Valdez,172
2022-06-10,Mollie Frank,65
2022-06-10,Theo Bonner,462
2022-06-11,Guy Kemp,559
2022-06-11,Christian Knight,451
2022-06-11,Ismail Harmon,559
2022-06-11,Abel Valdez,438
2022-06-11,Darren Zimmerman,380
2022-06-11,Yasin Rowland,176
2022-06-11,Allan Kaufman,494
2022-06-11,Brendan Copeland,412
2022-06-11,Hector Jacobs,926
2022-06-11,Safa Lamb,11
2022-06-11,Leighton Austin,435
2022-06-11,Minnie Combs,9
2022-06-11,Ricardo Alvarez,184
2022-06-11,Dan Shannon,336
2022-06-11,Lorna Hodges,35
2022-06-11,Myrtle Ali,679
2022-06-11,Francesca Dotson,534
2022-06-11,Carlo Caldwell,486
2022-06-12,Oakley Sosa,222
2022-06-12,Minnie Combs,718
2022-06-12,Stacey Myers,469
2022-06-12,Myrtle Ali,561
2022-06-12,Yasin Rowland,638
2022-06-12,Leighton Austin,970
2022-06-12,Abel Valdez,290
2022-06-12,Ismail Harmon,681
2022-06-12,Jared Carrillo,369
2022-06-12,Marina Nguyen,204
2022-06-12,Trinity Pena,676
2022-06-12,Mollie Frank,673
2022-06-12,Dan Shannon,447
2022-06-12,Guy Kemp,847
2022-06-12,Hector Jacobs,741
2022-06-12,Francesca Dotson,892
2022-06-12,Leo Alexander,413
2022-06-12,Theo Bonner,526
2022-06-12,Lukas Pineda,277
2022-06-12,Lucille OConnor,22
2022-06-12,Christian Knight,731
2022-06-13,Stacey Myers,179
2022-06-13,Abel Valdez,511
2022-06-13,Christian Knight,294
2022-06-13,Darren Zimmerman,731
2022-06-13,Lorna Hodges,416
2022-06-13,Cecily Pham,191
2022-06-13,Mollie Frank,34
2022-06-13,Yasin Rowland,660
2022-06-13,Carlo Caldwell,280
2022-06-13,Ricardo Alvarez,415
2022-06-13,Brendan Copeland,157
2022-06-13,Oakley Sosa,525
2022-06-13,Jared Carrillo,394
2022-06-13,Theo Bonner,149
2022-06-13,Leo Alexander,106
2022-06-13,Allan Kaufman,332
2022-06-13,Hector Jacobs,220
2022-06-13,Minnie Combs,523
2022-06-13,Dan Shannon,434
2022-06-14,Leo Alexander,324
2022-06-14,Lorna Hodges,145
2022-06-14,Abel Valdez,690
2022-06-14,Theo Bonner,528
2022-06-14,Elise Hodge,721
2022-06-14,Lukas Pineda,555
2022-06-14,Allan Kaufman,44
2022-06-14,Brendan Copeland,771
2022-06-14,Jared Carrillo,357
2022-06-14,Hector Jacobs,182
2022-06-14,Lucille OConnor,224
2022-06-14,Trinity Pena,59
2022-06-14,Marina Nguyen,297
2022-06-14,Stacey Myers,511
2022-06-14,Minnie Combs,57
2022-06-15,Theo Bonner,347
2022-06-15,Leighton Austin,719
2022-06-15,Lucille OConnor,683
2022-06-15,Lukas Pineda,324
2022-06-15,Brendan Copeland,688
2022-06-15,Mollie Frank,487
2022-06-15,Myrtle Ali,181
2022-06-15,Minnie Combs,74
2022-06-15,Allan Kaufman,110
2022-06-15,Cecily Pham,196
2022-06-15,Stacey Myers,882
2022-06-15,Francesca Dotson,503
2022-06-15,Elise Hodge,220
2022-06-15,Dan Shannon,284
2022-06-15,Abel Valdez,536
2022-06-15,Christian Knight,781
2022-06-15,Oakley Sosa,553
2022-06-15,Hector Jacobs,123
2022-06-15,Trinity Pena,997
2022-06-15,Marina Nguyen,761
2022-06-15,Safa Lamb,30
2022-06-16,Lukas Pineda,250
2022-06-16,Carlo Caldwell,705
2022-06-16,Darren Zimmerman,19
2022-06-16,Elise Hodge,816
2022-06-16,Dan Shannon,110
2022-06-16,Yasin Rowland,541
2022-06-16,Mollie Frank,113
2022-06-16,Ricardo Alvarez,31
2022-06-16,Brendan Copeland,504
2022-06-16,Safa Lamb,289
2022-06-16,Christian Knight,247
2022-06-16,Theo Bonner,891
2022-06-16,Leo Alexander,32
2022-06-16,Marina Nguyen,959
2022-06-16,Jared Carrillo,73
2022-06-16,Hector Jacobs,970
2022-06-16,Lorna Hodges,478
2022-06-16,Myrtle Ali,737
2022-06-16,Oakley Sosa,131
2022-06-17,Myrtle Ali,972
2022-06-17,Leighton Austin,815
2022-06-17,Lorna Hodges,71
2022-06-17,Darren Zimmerman,514
2022-06-17,Ismail Harmon,109
2022-06-17,Elise Hodge,581
2022-06-17,Mollie Frank,951
2022-06-17,Abel Valdez,607
2022-06-17,Trinity Pena,110
2022-06-17,Allan Kaufman,686
2022-06-17,Stacey Myers,291
2022-06-17,Guy Kemp,372
2022-06-17,Ricardo Alvarez,876
2022-06-17,Hector Jacobs,603
2022-06-17,Oakley Sosa,200
2022-06-17,Cecily Pham,635
2022-06-17,Christian Knight,951
2022-06-17,Dan Shannon,934
2022-06-17,Minnie Combs,925
2022-06-18,Ricardo Alvarez,103
2022-06-18,Yasin Rowland,597
2022-06-18,Leighton Austin,906
2022-06-18,Marina Nguyen,24
2022-06-18,Lorna Hodges,105
2022-06-18,Christian Knight,644
2022-06-18,Lucille OConnor,993
2022-06-18,Oakley Sosa,51
2022-06-18,Francesca Dotson,514
2022-06-18,Guy Kemp,595
2022-06-18,Trinity Pena,331
2022-06-18,Theo Bonner,660
2022-06-18,Carlo Caldwell,172
2022-06-18,Leo Alexander,787
2022-06-18,Allan Kaufman,309
2022-06-18,Brendan Copeland,93
2022-06-18,Ismail Harmon,23
2022-06-18,Dan Shannon,142
2022-06-18,Minnie Combs,448
2022-06-19,Lorna Hodges,353
2022-06-19,Safa Lamb,68
2022-06-19,Yasin Rowland,595
2022-06-19,Abel Valdez,304
2022-06-19,Mollie Frank,254
2022-06-19,Trinity Pena,135
2022-06-19,Leighton Austin,40
2022-06-19,Allan Kaufman,147
2022-06-19,Oakley Sosa,250
2022-06-19,Cecily Pham,555
2022-06-19,Francesca Dotson,13
2022-06-19,Myrtle Ali,170
2022-06-19,Marina Nguyen,747
2022-06-19,Elise Hodge,112
2022-06-19,Leo Alexander,686
2022-06-19,Lukas Pineda,636
2022-06-20,Mollie Frank,881
2022-06-20,Lukas Pineda,534
2022-06-20,Myrtle Ali,988
2022-06-20,Lorna Hodges,486
2022-06-20,Christian Knight,217
2022-06-20,Allan Kaufman,310
2022-06-20,Guy Kemp,834
2022-06-20,Ricardo Alvarez,501
2022-06-20,Oakley Sosa,854
2022-06-20,Cecily Pham,190
2022-06-20,Leighton Austin,501
2022-06-20,Ismail Harmon,347
2022-06-20,Elise Hodge,176
2022-06-20,Jared Carrillo,43
2022-06-21,Mollie Frank,796
2022-06-21,Oakley Sosa,203
2022-06-21,Christian Knight,598
2022-06-21,Carlo Caldwell,646
2022-06-21,Safa Lamb,300
2022-06-21,Leighton Austin,251
2022-06-21,Stacey Myers,607
2022-06-21,Dan Shannon,843
2022-06-21,Yasin Rowland,732
2022-06-21,Hector Jacobs,514
2022-06-21,Cecily Pham,291
2022-06-21,Leo Alexander,857
2022-06-21,Allan Kaufman,291
2022-06-21,Abel Valdez,35
2022-06-21,Lucille OConnor,102
2022-06-21,Guy Kemp,91
2022-06-21,Ismail Harmon,317
2022-06-21,Lorna Hodges,579
2022-06-22,Ismail Harmon,614
2022-06-22,Oakley Sosa,816
2022-06-22,Ricardo Alvarez,1
2022-06-22,Jared Carrillo,364
2022-06-22,Myrtle Ali,281
2022-06-22,Lucille OConnor,255
2022-06-22,Lukas Pineda,968
2022-06-22,Cecily Pham,954
2022-06-22,Christian Knight,883
2022-06-22,Guy Kemp,839
2022-06-22,Mollie Frank,725
2022-06-22,Minnie Combs,210
2022-06-22,Leo Alexander,579
2022-06-22,Theo Bonner,294
2022-06-23,Lucille OConnor,285
2022-06-23,Leighton Austin,468
2022-06-23,Cecily Pham,571
2022-06-23,Trinity Pena,870
2022-06-23,Brendan Copeland,703
2022-06-23,Theo Bonner,298
2022-06-23,Safa Lamb,481
2022-06-23,Lukas Pineda,300
2022-06-23,Elise Hodge,520
2022-06-23,Abel Valdez,452
2022-06-23,Stacey Myers,375
2022-06-23,Oakley Sosa,834
2022-06-24,Leighton Austin,541
2022-06-24,Yasin Rowland,986
2022-06-24,Abel Valdez,852
2022-06-24,Francesca Dotson,37
2022-06-24,Darren Zimmerman,926
2022-06-24,Safa Lamb,233
2022-06-24,Carlo Caldwell,761
2022-06-24,Mollie Frank,66
2022-06-24,Trinity Pena,640
2022-06-24,Ismail Harmon,697
2022-06-24,Cecily Pham,148
2022-06-24,Stacey Myers,537
2022-06-24,Lucille OConnor,848
2022-06-24,Oakley Sosa,204
2022-06-24,Theo Bonner,842
2022-06-24,Lorna Hodges,92
2022-06-24,Dan Shannon,755
2022-06-25,Yasin Rowland,8
2022-06-25,Christian Knight,522
2022-06-25,Cecily Pham,424
2022-06-25,Ricardo Alvarez,805
2022-06-25,Oakley Sosa,162
2022-06-25,Darren Zimmerman,414
2022-06-25,Minnie Combs,697
2022-06-25,Marina Nguyen,901
2022-06-25,Jared Carrillo,747
2022-06-25,Guy Kemp,692
2022-06-25,Safa Lamb,270
2022-06-25,Leighton Austin,839
2022-06-25,Elise Hodge,162
2022-06-25,Theo Bonner,858
2022-06-26,Abel Valdez,125
2022-06-26,Lorna Hodges,289
2022-06-26,Ricardo Alvarez,59
2022-06-26,Lukas Pineda,170
2022-06-26,Marina Nguyen,398
2022-06-26,Lucille OConnor,79
2022-06-26,Cecily Pham,612
2022-06-26,Allan Kaufman,897
2022-06-26,Theo Bonner,863
2022-06-26,Hector Jacobs,329
2022-06-26,Carlo Caldwell,478
2022-06-26,Guy Kemp,441
2022-06-26,Oakley Sosa,393
2022-06-26,Leo Alexander,372
2022-06-27,Christian Knight,449
2022-06-27,Lucille OConnor,591
2022-06-27,Myrtle Ali,682
2022-06-27,Guy Kemp,431
2022-06-27,Allan Kaufman,94
2022-06-27,Safa Lamb,771
2022-06-27,Minnie Combs,265
2022-06-27,Trinity Pena,588
2022-06-27,Hector Jacobs,522
2022-06-27,Elise Hodge,208
2022-06-27,Yasin Rowland,84
2022-06-27,Theo Bonner,10
2022-06-28,Minnie Combs,113
2022-06-28,Christian Knight,912
2022-06-28,Yasin Rowland,748
2022-06-28,Francesca Dotson,365
2022-06-28,Jared Carrillo,975
2022-06-28,Ricardo Alvarez,598
2022-06-28,Hector Jacobs,941
2022-06-28,Lucille OConnor,47
2022-06-28,Brendan Copeland,819
2022-06-28,Allan Kaufman,551
2022-06-28,Leighton Austin,336
2022-06-28,Theo Bonner,871
2022-06-28,Carlo Caldwell,545
2022-06-28,Lukas Pineda,1
2022-06-28,Darren Zimmerman,443
2022-06-28,Abel Valdez,533
2022-06-28,Leo Alexander,237
2022-06-28,Mollie Frank,72
2022-06-28,Myrtle Ali,799
2022-06-28,Trinity Pena,926
2022-06-28,Elise Hodge,141
2022-06-29,Francesca Dotson,731
2022-06-29,Guy Kemp,622
2022-06-29,Lorna Hodges,68
2022-06-29,Myrtle Ali,392
2022-06-29,Jared Carrillo,788
2022-06-29,Hector Jacobs,568
2022-06-29,Darren Zimmerman,504
2022-06-29,Allan Kaufman,356
2022-06-29,Oakley Sosa,148
2022-06-29,Lucille OConnor,235
2022-06-29,Yasin Rowland,122
2022-06-29,Leighton Austin,399
2022-06-29,Brendan Copeland,979
2022-06-29,Dan Shannon,596
2022-06-29,Trinity Pena,594
2022-06-30,Mollie Frank,406
2022-06-30,Hector Jacobs,796
2022-06-30,Allan Kaufman,33
2022-06-30,Ismail Harmon,848
2022-06-30,Lorna Hodges,440
2022-06-30,Stacey Myers,38
2022-06-30,Dan Shannon,10
2022-06-30,Myrtle Ali,571
2022-06-30,Oakley Sosa,845
2022-06-30,Trinity Pena,531
2022-06-30,Yasin Rowland,632
2022-06-30,Jared Carrillo,841
2022-06-30,Christian Knight,906
2022-06-30,Lukas Pineda,412
2022-06-30,Theo Bonner,28
2022-06-30,Cecily Pham,74
2022-07-01,Oakley Sosa,19
2022-07-01,Brendan Copeland,185
2022-07-01,Lucille OConnor,134
2022-07-01,Lukas Pineda,979
2022-07-01,Ricardo Alvarez,54
2022-07-01,Yasin Rowland,935
2022-07-01,Stacey Myers,764
2022-07-01,Lorna Hodges,87
2022-07-01,Abel Valdez,447
2022-07-01,Leighton Austin,320
2022-07-01,Allan Kaufman,260
2022-07-01,Dan Shannon,804
2022-07-01,Minnie Combs,634
2022-07-01,Guy Kemp,219
2022-07-01,Elise Hodge,84
2022-07-01,Jared Carrillo,408
2022-07-01,Ismail Harmon,243
2022-07-02,Stacey Myers,578
2022-07-02,Yasin Rowland,563
2022-07-02,Trinity Pena,795
2022-07-02,Safa Lamb,951
2022-07-02,Jared Carrillo,164
2022-07-02,Theo Bonner,674
2022-07-02,Lucille OConnor,942
2022-07-02,Ismail Harmon,333
2022-07-02,Leighton Austin,66
2022-07-02,Elise Hodge,601
2022-07-02,Brendan Copeland,167
2022-07-02,Francesca Dotson,739
2022-07-02,Myrtle Ali,325
2022-07-02,Mollie Frank,523
2022-07-02,Lukas Pineda,59
2022-07-02,Allan Kaufman,706
2022-07-03,Myrtle Ali,712
2022-07-03,Christian Knight,326
2022-07-03,Elise Hodge,583
2022-07-03,Allan Kaufman,244
2022-07-03,Carlo Caldwell,156
2022-07-03,Yasin Rowland,160
2022-07-03,Darren Zimmerman,633
2022-07-03,Lorna Hodges,597
2022-07-03,Trinity Pena,929
2022-07-03,Mollie Frank,1
2022-07-03,Jared Carrillo,861
2022-07-03,Minnie Combs,301
2022-07-03,Theo Bonner,928
2022-07-03,Guy Kemp,135
2022-07-03,Lucille OConnor,609
2022-07-03,Leo Alexander,684
2022-07-04,Guy Kemp,328
2022-07-04,Oakley Sosa,137
2022-07-04,Brendan Copeland,76
2022-07-04,Hector Jacobs,53
2022-07-04,Mollie Frank,367
2022-07-04,Jared Carrillo,883
2022-07-04,Elise Hodge,698
2022-07-04,Francesca Dotson,520
2022-07-04,Safa Lamb,381
2022-07-04,Lorna Hodges,692
2022-07-04,Ismail Harmon,643
2022-07-04,Leo Alexander,260
2022-07-04,Leighton Austin,278
2022-07-04,Stacey Myers,221
2022-07-04,Yasin Rowland,96
2022-07-04,Marina Nguyen,349
2022-07-04,Carlo Caldwell,593
2022-07-04,Trinity Pena,741
2022-07-05,Minnie Combs,678
2022-07-05,Ismail Harmon,113
2022-07-05,Abel Valdez,223
2022-07-05,Lorna Hodges,537
2022-07-05,Allan Kaufman,329
2022-07-05,Marina Nguyen,903
2022-07-05,Dan Shannon,351
2022-07-05,Carlo Caldwell,945
2022-07-05,Safa Lamb,39
2022-07-05,Leighton Austin,808
2022-07-05,Elise Hodge,367
2022-07-05,Lukas Pineda,720
2022-07-05,Francesca Dotson,462
2022-07-05,Darren Zimmerman,60
2022-07-05,Theo Bonner,338
2022-07-06,Yasin Rowland,706
2022-07-06,Francesca Dotson,85
2022-07-06,Elise Hodge,251
2022-07-06,Minnie Combs,91
2022-07-06,Ismail Harmon,807
2022-07-06,Leighton Austin,842
2022-07-06,Theo Bonner,210
2022-07-06,Leo Alexander,261
2022-07-06,Hector Jacobs,789
2022-07-06,Lucille OConnor,398
2022-07-06,Ricardo Alvarez,701
2022-07-06,Myrtle Ali,882
2022-07-06,Darren Zimmerman,675
2022-07-07,Marina Nguyen,89
2022-07-07,Darren Zimmerman,907
2022-07-07,Hector Jacobs,367
2022-07-07,Oakley Sosa,970
2022-07-07,Ismail Harmon,565
2022-07-07,Abel Valdez,20
2022-07-07,Guy Kemp,361
2022-07-07,Leo Alexander,572
2022-07-07,Lukas Pineda,848
2022-07-07,Mollie Frank,783
2022-07-07,Jared Carrillo,515
2022-07-07,Francesca Dotson,257
2022-07-07,Lorna Hodges,272
2022-07-07,Safa Lamb,175
2022-07-07,Minnie Combs,120
2022-07-07,Carlo Caldwell,205
2022-07-07,Yasin Rowland,42
2022-07-07,Dan Shannon,287
2022-07-08,Cecily Pham,310
2022-07-08,Francesca Dotson,512
2022-07-08,Marina Nguyen,220
2022-07-08,Trinity Pena,524
2022-07-08,Leighton Austin,864
2022-07-08,Ismail Harmon,337
2022-07-08,Theo Bonner,128
2022-07-08,Ricardo Alvarez,746
2022-07-08,Jared Carrillo,32
2022-07-08,Guy Kemp,126
2022-07-08,Stacey Myers,365
2022-07-08,Yasin Rowland,93
2022-07-08,Minnie Combs,798
2022-07-08,Allan Kaufman,569
2022-07-08,Elise Hodge,559
2022-07-08,Oakley Sosa,511
2022-07-08,Lorna Hodges,746
2022-07-08,Myrtle Ali,802
2022-07-08,Safa Lamb,74
2022-07-09,Yasin Rowland,996
2022-07-09,Lucille OConnor,257
2022-07-09,Ismail Harmon,187
2022-07-09,Stacey Myers,887
2022-07-09,Oakley Sosa,151
2022-07-09,Trinity Pena,549
2022-07-09,Christian Knight,37
2022-07-09,Allan Kaufman,996
2022-07-09,Leighton Austin,747
2022-07-09,Guy Kemp,193
2022-07-09,Elise Hodge,767
2022-07-10,Oakley Sosa,48
2022-07-10,Darren Zimmerman,297
2022-07-10,Carlo Caldwell,50
2022-07-10,Leo Alexander,705
2022-07-10,Lorna Hodges,568
2022-07-10,Ricardo Alvarez,345
2022-07-10,Elise Hodge,957
2022-07-10,Guy Kemp,586
2022-07-10,Dan Shannon,281
2022-07-10,Christian Knight,840
2022-07-10,Ismail Harmon,919
2022-07-10,Hector Jacobs,153
2022-07-10,Minnie Combs,816
2022-07-10,Stacey Myers,570
2022-07-10,Francesca Dotson,238
2022-07-11,Christian Knight,506
2022-07-11,Jared Carrillo,696
2022-07-11,Leo Alexander,461
2022-07-11,Stacey Myers,68
2022-07-11,Marina Nguyen,428
2022-07-11,Elise Hodge,717
2022-07-11,Minnie Combs,953
2022-07-11,Cecily Pham,804
2022-07-11,Ricardo Alvarez,799
2022-07-11,Oakley Sosa,184
2022-07-11,Francesca Dotson,472
2022-07-11,Leighton Austin,187
2022-07-11,Dan Shannon,903
2022-07-11,Lukas Pineda,449
2022-07-11,Trinity Pena,199
2022-07-11,Allan Kaufman,328
2022-07-11,Theo Bonner,446
2022-07-11,Lucille OConnor,801
2022-07-12,Carlo Caldwell,968
2022-07-12,Stacey Myers,127
2022-07-12,Cecily Pham,517
2022-07-12,Lukas Pineda,100
2022-07-12,Marina Nguyen,436
2022-07-12,Oakley Sosa,879
2022-07-12,Safa Lamb,600
2022-07-12,Christian Knight,99
2022-07-12,Yasin Rowland,740
2022-07-12,Abel Valdez,93
2022-07-12,Allan Kaufman,472
2022-07-12,Brendan Copeland,760
2022-07-12,Myrtle Ali,450
2022-07-12,Leo Alexander,581
2022-07-12,Lucille OConnor,822
2022-07-12,Ismail Harmon,344
2022-07-12,Minnie Combs,819
2022-07-13,Theo Bonner,96
2022-07-13,Carlo Caldwell,653
2022-07-13,Ricardo Alvarez,22
2022-07-13,Stacey Myers,970
2022-07-13,Guy Kemp,993
2022-07-13,Trinity Pena,196
2022-07-13,Lukas Pineda,842
2022-07-13,Marina Nguyen,690
2022-07-13,Cecily Pham,128
2022-07-13,Jared Carrillo,724
2022-07-13,Brendan Copeland,775
2022-07-13,Christian Knight,591
2022-07-13,Leighton Austin,220
2022-07-13,Yasin Rowland,338
2022-07-14,Minnie Combs,914
2022-07-14,Francesca Dotson,379
2022-07-14,Darren Zimmerman,500
2022-07-14,Stacey Myers,425
2022-07-14,Ismail Harmon,158
2022-07-14,Mollie Frank,22
2022-07-14,Yasin Rowland,27
2022-07-14,Ricardo Alvarez,195
2022-07-14,Trinity Pena,720
2022-07-14,Safa Lamb,580
2022-07-14,Christian Knight,40
2022-07-14,Guy Kemp,916
2022-07-14,Lukas Pineda,395
2022-07-14,Lucille OConnor,686
2022-07-14,Abel Valdez,515
2022-07-14,Brendan Copeland,492
2022-07-14,Leo Alexander,976
2022-07-14,Cecily Pham,283
2022-07-14,Lorna Hodges,675
2022-07-14,Leighton Austin,480
